KO_ID,NAZIV
976,ČRNOVA
977,ŽELEZNO
978,STUDENCE
979,PONIKVA
980,ANDRAŽ
981,DOBRIČ
982,PODVIN
983,MALE BRASLOVČE
984,LETUŠ
985,DOBROVLJE
986,PODVRH
987,BRASLOVČE
988,SPODNJE GORČE
989,ŠMATEVŽ
990,TRNAVA
991,ORLA VAS
992,POLZELA
993,ZALOŽE
994,ZALOG
1081,ZAGRAD
1082,TEHARJE
1083,BUKOVŽLAK
1084,PEČOVJE
1085,KOMPOLE
1086,PROŽINSKA VAS
1087,SVETINA
1088,PADEŠKI VRH
1089,RESNIK
1090,SKOMARJE
1091,HUDINJA
1092,PAKA I
1093,SPODNJI DOLIČ
1094,BREZEN
1095,VITANJE
2570,RITOMEČE
2571,KOVČICE
2572,HOTIČNA
2573,SLIVJE
1278,DEČNO SELO
1279,ARTIČE
1280,ZGORNJI OBREŽ
1281,ŠENTLENART
1282,BREZINA
1283,ČRNC
1284,BUKOŠEK
1285,SELA
1286,SLOGONSKO
1287,VRHJE
1288,JERESLAVEC
1289,RAKOVEC
1290,KAPELE
1291,PODVINJE
1292,GABRJE
1293,VELIKI OBREŽ
1294,RIGONCE
1295,LOČE
1296,MIHALOVEC
1297,MOSTEC
1298,TRNJE
2574,MARKOVŠČINA
2575,GRADIŠČE
2576,OBROV
2577,HRUŠICA
2578,PODBEŽE
2579,PODGRAD
2580,RAČICE
2581,POLJANE
2582,GOLAC
2583,PODGORJE
2584,ZAZID
2585,RAKITOVEC
2589,PLAVJE
2590,HRIBI
2592,JERNEJ
2593,OLTRA
2594,ANKARAN
2595,ŠKOFIJE
2596,TINJAN
2597,OSP
2598,SOCERB
2599,ČRNOTIČE
2600,ČRNI KAL
2601,GABROVICA
2602,ROŽAR
2603,DEKANI
2604,BERTOKI
2605,KOPER
2606,SEMEDELA
2607,GAŽON
2608,ŠMARJE
2609,POMJAN
2610,VANGANEL
2611,MAREZIGE
2612,SVETI ANTON
2613,TRUŠKE
2614,KUBED
2615,LOKA
2616,PODPEČ
2617,HRASTOVLJE
2618,MOVRAŽ
2619,SOČERGA
2620,PREGARA
2621,GRADIN
2622,TOPOLOVEC
2623,BORŠT
2624,KOŠTABONA
2625,KRKAVČE
2626,IZOLA
2628,MALIJA
2629,DVORI NAD IZOLO
2089,TENETIŠE
2090,VOJVODIN BORŠT I
2091,VOJVODIN BORŠT II
2092,DUPLJE
2093,PODBREZJE
2094,ŽEJE
2095,STRAHINJ
2096,NAKLO
2097,OKROGLO
2098,STRUŽEVO
2099,PIVKA
2100,KRANJ
2101,RUPA
2102,KOKRICA
2103,PREDOSLJE
2104,SUHA
2105,BRITOF
2106,VISOKO
2107,LUŽE
2108,VELESOVO
2109,ČEŠNJEVEK
2110,GRAD
2111,PŠATA
2112,ŠMARTNO
2113,ZALOG
2114,DOBRAVA
2115,LAHOVČE
2116,SPODNJI BRNIK
2117,ZGORNJI BRNIK
2118,CERKLJE
2119,ŠENČUR
2120,PRIMSKOVO
2121,KLANEC
2122,HUJE
2123,ČIRČE
2124,HRASTJE
2125,VOGLJE
2126,TRBOJE
2127,NEMILJE
2128,ZGORNJA BESNICA
2129,SPODNJA BESNICA
2130,PŠEVO
2131,STRAŽIŠČE
2132,BITNJE
2133,KRIŽNA GORA
2134,ŽABNICA
2135,DRULOVKA
2136,BREG OB SAVI
2137,JAMA
2158,MOŠNJE
2159,BREZJE
2160,LJUBNO
2161,ZALOŠE
2162,DOBRAVA PRI KROPI
2163,KAMNA GORICA
2164,LANCOVO
2165,KROPA
2166,ČEŠNJICA PRI KROPI
2167,RATEČE
2168,PODKOREN
2169,KRANJSKA GORA
2170,GOZD
2171,DOVJE
2172,HRUŠICA
2173,PLAVŠKI ROVT
2174,PLANINA
2175,JESENICE
2176,BLEJSKA DOBRAVA
2177,JAVORNIŠKI ROVT
2178,KOROŠKA BELA
2179,POTOKI
2180,ŽIROVNICA
2181,ZABREZNICA
2182,DOSLOVČE
2183,ZASIP
2184,PODHOM
2185,SPODNJE GORJE
2186,VIŠELNICA I
2187,ZGORNJE GORJE
2188,POLJŠICA
2189,REČICA
2190,BLED
2191,ŽELEČE
2192,RIBNO
2193,SELO PRI BLEDU
2194,BOHINJSKA BELA
2195,GORJUŠE
2196,BOHINJSKA ČEŠNJICA
2138,PRAŠE
2139,MAVČIČE
2140,PODREČA
2141,PODLJUBELJ
2142,LOM POD STORŽIČEM
2143,TRŽIČ
2144,BISTRICA
2145,LEŠE
2146,KOVOR
2147,KRIŽE
2148,SENIČNO
2149,ŽIGANJA VAS
2150,ZVIRČE
2151,BEGUNJE
2152,SREDNJA VAS
2153,OTOK
2154,NOVA VAS
2155,HRAŠE
2156,RADOVLJICA
2157,PREDTRG
1039,RIMSKE TOPLICE
1040,LOŽE
1041,LOKAVEC
1042,PANEČE
1043,MARIJINA VAS
1044,BRDCE NAD DOBRNO
1045,KLANC
1046,ZAVRH
1047,ČREŠKOVA
1048,SOCKA
1049,LIPA
1050,DOL
1051,VERPETE
1052,PODGORJE
1053,LOKA
1054,NOVAKE
1055,HOMEC
1056,DOBRNA
1057,RUPE
1058,ROŽNI VRH
1059,LEMBERG
2218,BORJANA
2219,KRED
2220,STARO SELO
1692,METULJE
1693,TOPOL
1694,RAVNE PRI TOPOLU
1695,KARLOVŠKO PREDMESTJE
1696,RUDNIK
1697,LANIŠČE
1698,PIJAVA GORICA
1699,DOBRAVICA
1700,IG
1701,IŠKA LOKA
1702,TOMIŠELJ
1703,JEZERO
1704,KAMNIK
1705,PRESERJE
1706,VRBLJENE
1707,IŠKA VAS
1708,GOLO
1747,POLJE
1748,SKARUČNA
1749,GAMELJNE
1750,ŠMARTNO POD ŠMARNO GORO
1751,TACEN
1752,STANEŽIČE
1753,VIŽMARJE
1754,ŠENTVID NAD LJUBLJANO
1028,SEDRAŽ
1029,LAHOMŠEK
1030,LAHOMNO
1031,OLEŠČE
1032,ŠENTRUPERT
1033,TROBNI DOL
1034,MRZLO POLJE
1035,JURKLOŠTER
1036,VRH NAD LAŠKIM
1037,LAŽIŠE
1038,PLAZOVJE
1709,ŽELIMLJE
1710,GRADIŠČE
1711,TURJAK
1712,ZAPOTOK
1713,KRVAVA PEČ
1714,SELO PRI ROBU
1715,OSOLNIK
1716,ULAKA
1717,VELIKE LAŠČE
1718,DVORSKA VAS
1719,LUŽARJI
1720,KRAKOVSKO PREDMESTJE
1721,GRADIŠČE I
1722,TRNOVSKO PREDMESTJE
1723,VIČ
1724,BREZOVICA
1725,AJDOVŠČINA
1726,ŠENTPETER
1727,POLJANSKO PREDMESTJE
1728,LJUBLJANA MESTO
1729,ŠMARTNO OB SAVI
1730,MOSTE
1731,UDMAT
1732,ŠTEPANJA VAS
1733,BIZOVIK
1734,JEŽICA
1735,STOŽICE
1736,BRINJE I
1737,TABOR
1738,DRAVLJE
1739,ZGORNJA ŠIŠKA
1740,SPODNJA ŠIŠKA
1741,VODICE
1742,REPNJE
1743,BUKOVICA
1744,ŠINKOV TURN
1745,VESCA
1746,RAŠICA
1060,STRMEC PRI VOJNIKU
1061,VIŠNJA VAS
1062,MALE DOLE
1063,BEZOVICA
1064,TOMAŽ
1065,VOJNIK TRG
1066,VOJNIK OKOLICA
1067,BREZOVA
1068,ŠMARTNO
1069,ŠENTJUNGERT
1070,ARCLIN
1071,ŠKOFJA VAS
1072,ŠMIKLAVŽ
1073,TRNOVLJE
1755,GLINCE
1756,ČRNUČE
1757,NADGORICA
1758,DRAGOMELJ
1759,PODGORICA
2197,BOHINJSKA SREDNJA VAS
2198,STUDOR
2199,SAVICA
2200,BOHINJSKA BISTRICA
2201,NOMENJ
2202,NEMŠKI ROVT
2203,TRENTA LEVA
2204,TRENTA DESNA
2205,STRMEC
2206,LOG POD MANGARTOM
2207,BOVEC
2208,KORITNICA
2209,SOČA DESNA
2210,SOČA LEVA
2211,ČEZSOČA
2212,ŽAGA
2213,SRPENICA
2214,BREGINJ
2215,ROBIDIŠČE
2216,LOGJE
2217,SEDLO
1760,BERIČEVO
1761,DOL PRI LJUBLJANI
1762,PODGORA
1763,KLEČE
1764,KRIŽEVSKA VAS
1765,VINJE
1766,PETELINJE
1767,DOLSKO
1768,SENOŽETI
1769,LAZE
1770,KAŠELJ
1771,ZADOBROVA
1772,SLAPE
1773,DOBRUNJE
1774,PODMOLNIK
1775,SOSTRO
1776,LIPOGLAV
1777,JAVOR
1778,VOLAVLJE
1779,TREBELJEVO
1780,BLEČJI VRH
1781,POLICA
1782,STARA VAS
1783,GROSUPLJE NASELJE
1784,STRANSKA VAS
1785,SELA
1786,ŠMARJE
1787,MALI VRH
1788,VINO
1789,PONOVA VAS
1790,SLIVNICA
1791,ŽALNA
1792,LUČE
1793,ILOVA GORA
1794,RAČNA
1795,VELIKE LIPLJENE
1796,CESTA
1797,ZDENSKA VAS
1798,ZAGORICA
1799,VIDEM DOBREPOLJE
1800,PODGORA
1801,KOMPOLJE
1802,LESKOVEC
1803,METNAJ
1804,ČEŠNJICE
1805,BUKOVICA
1806,SOBRAČE
1807,TEMENICA
1808,MALE DOLE
1809,ŠENTVID
1810,STIČNA
1811,DOBRAVA
1812,DEDNI DOL
1813,VIŠNJA GORA
1814,KRIŠKA VAS
1815,DRAGA
1816,HUDO
1817,RADOHOVA VAS
1818,PODBORŠT
1819,VELIKE PECE
1820,GORENJA VAS
1821,VRHE
1822,MULJAVA
1823,DOB
1824,VALIČNA VAS
1825,ZAGRADEC
1826,SUŠICA
1827,KRKA
1828,PODBUKOVJE
1829,VELIKO GLOBOKO
1830,AMBRUS
1831,VIŠNJE
1832,VAČE
1833,SAVA PRI LITIJI
1834,KONJ
1835,HOTIČ
1836,KRESNICE
1837,KRESNIŠKI VRH
1838,LITIJA
1839,JABLANICA
1840,POLŠNIK
1841,VELIKA GOBA
1842,DOLE PRI LITIJI
1843,PRELESJE
1844,VODICE
1845,MORAVČE
1846,LIBERGA
1847,ŠMARTNO
1848,ŠTANGA
1849,VINTARJEVEC
1850,JEŽNI VRH
1851,GRADIŠČE
1852,POLJANE
1853,OKROG
1854,TIHABOJ
1855,HRASTNIK MESTO
1856,DOL PRI HRASTNIKU
1857,MARNO
1858,TURJE
1859,GORE
1860,ŠIRJE
1881,KANDRŠE
1882,ZABAVA
1883,ŠEMNIK
1884,LOKE PRI ZAGORJU
1885,POTOŠKA VAS
1886,ZAGORJE MESTO
1887,ŠENTLAMBERT
1888,KONJŠICA
1889,PODKUM
1890,ČRNA
1891,ŽUPANJE NJIVE
1892,BISTRIČICA
1893,STRANJE
1894,GODIČ
1895,GOZD
1896,TUČNA
1897,NEVLJE
1898,MEKINJE
1899,KOŠIŠE
1900,TUNJICE
1901,MLAKA
1902,KLANEC
1903,NASOVČE
1904,KAPLJA VAS
1905,MOSTE
1906,SUHADOLE
1907,KRIŽ
1908,PODGORJE
1909,ŠMARCA
1910,VOLČJI POTOK
1911,KAMNIK
1912,PALOVČE
1913,PODHRUŠKA
1914,ZNOJILE
1915,HRUŠEVKA
1916,LOKE
1917,ŠMARTNO V TUHINJU
1918,PŠAJNOVICA
1919,ZGORNJI TUHINJ
1861,OBREŽJE
1862,RADEČE
1863,PODKRAJ
1864,SVIBNO
1865,NJIVICE
1866,HOTEMEŽ
1867,VRHOVO
1868,KNEZDOL
1869,ČEČE
1870,OJSTRO
1871,TRBOVLJE
1872,DOBOVEC
1873,HRASTNIK PRI TROJANAH
1874,BREZJE
1875,ČEMŠENIK
1876,JESENOVO
1877,VRHE I
1878,KOTREDEŽ
1879,RŽIŠE
1880,KOLOVRAT
2695,PLANICA
2696,VOJŠČICA
2697,KANALSKI LOM
2698,BUKOVSKI VRH
2699,UTRE
2700,RAKOV ŠKOCJAN
2701,DOLANCI
2702,KODRETI
2703,HRUŠICA
2704,JURJEVA DOLINA
2705,LESKOVA DOLINA
2706,ZELENA JAMA
2707,BEVŠKO
2708,RODEŽ
2709,JAVORJE
2710,GLAŽUTA
2711,SPODNJI VRHOV DOL
2712,DOBRAVA
2713,OB ŽELEZNICI
2714,VRHE II
1943,DOB
1944,PREVOJE
1945,KRTINA
1946,STUDENEC
1947,SPODNJE KOSEZE
1948,KRAŠCE
1949,NEGASTRN
1950,LIMBARSKA GORA
1951,ZGORNJE KOSEZE
1952,PEČE
1953,DRTIJA
1954,VELIKA VAS
1955,MORAVČE
1956,VRHPOLJE
1957,TROJICA
2630,PIRAN
2631,PORTOROŽ
2632,SEČOVLJE
2633,RAVEN
2634,NOVA VAS
2675,VRANOVIČI
2676,CERKVIŠČE
2677,PRULE
2678,GOLOVEC
2679,GRADIŠČE II
2680,NOVE JARŠE
2681,BRINJE II
2682,BRDO
2683,GRIČ
2684,DRENIK
2685,ŠAVNA PEČ
2686,ZAVRATE
2687,BOBEN
2688,STUDENCE
2689,ČEBINE
2690,PRAPREČE
2691,RAKITOVEC
2692,SMREČJE
2693,LOG
2635,ROGAŠKA SLATINA
2636,BEŽIGRAD
2637,PRIHODI
2638,PODMEŽAKLJA
2639,ZVODNO
2640,HRASTNIK
2641,ZAGORJE
2642,GROSUPLJE
2643,ZASADI
2644,VIŠELNICA II
2645,PAKA II
2646,SREDNJI DOLIČ
2647,BEZOVJE
2648,PERAČICA
2649,IZLAKE
2650,DEBRO
2651,POŽNICA
2652,OGOREVC
2653,PŠATA
2654,GOZD - REKA
2655,RAČICA
2656,RIBČE
2657,PEČICE
2658,OSREDEK
2659,SPODNJE SELCE
2660,SPODNJA PONKVICA
2661,GAJ
2662,MALKOVEC
2663,MRAVLJEVI
2664,SPODNJA BRANICA
2666,SELCE
2667,SPODNJI VURMAT
2668,GOJŠKA PLANINA
2669,PAŠKI KOZJAK
2670,LAŽIŠE
2671,PODPEČ
2672,PRAPRETNO
2673,SPODNJA POHANCA
2674,ŽAVCERJEV VRH
2715,CETORE
2716,MORJE
1920,HRIBI
1921,ŠPITALIČ
1922,ZGORNJI MOTNIK
1923,MOTNIK
1924,TROJANE
1925,UČAK
1926,ŠENTOŽBOLT
1927,BLAGOVICA
1928,ČEŠNJICE
1929,KORENO
1930,ŽIROVŠE
1931,KRAŠNJA
1932,ZLATO POLJE
1933,LUKOVICA
1934,RAFOLČE
1935,ROVA
1936,RADOMLJE
1937,HOMEC
1938,MENGEŠ
1939,DOBENO
1940,LOKA
754,ZGORNJA BISTRICA
755,SPODNJA LOŽNICA
756,ZGORNJA LOŽNICA
757,GLADOMES
758,OKOŠKA VAS
759,ZLOGONA GORA
760,KORITNO
761,BOŽJE
762,BREZJE PRI OPLOTNICI
763,OPLOTNICA
764,ZGORNJE GRUŠOVJE
765,VRHOLE PRI KONJICAH
766,CIGONCA
767,ŽABLJEK
768,HOŠNICA
769,LAPORJE
770,VRHOLE PRI LAPORJU
771,PRETREŽ
772,ŠTATENBERG
773,PEČKE
774,STOPNO
775,DEŽNO
776,JELOVEC
777,MODRAŽE
778,BREZJE PRI POLJČANAH
779,PEKEL
780,STANOVSKO
781,LUŠEČKA VAS
782,POLJČANE
783,STUDENICE
784,HRASTOVEC
785,STARI GRAD
786,MLAKE
787,PERNICE
788,BRANIK NAD MUTO
789,PODLIPJE
790,BREZOVEC
791,SUHI VRH PRI RADLJAH
792,RADELCA
793,VAS
794,REMŠNIK
795,BREZNI VRH
796,ZGORNJA KAPLA
797,SPODNJA KAPLA
798,ZGORNJI VURMAT
799,OŽBALT
800,JAVNIK
846,GRADIŠČE
847,VRHE
848,SELE
849,STARI TRG
850,SLOVENJ GRADEC
851,LEGEN
852,GOLAVABUKA
853,ŠMARTNO PRI SLOVENJ GRADCU
854,PODGORJE
855,ZGORNJI RAZBOR
856,SPODNJI RAZBOR
857,VELUNA
858,GRAŠKA GORA
859,VODRIŽ
860,ŠMIKLAVŽ
861,DOBRAVA
862,BRDA
863,ŠENTILJ POD TURJAKOM
864,MISLINJA
865,GORNJI DOLIČ
866,ŠENTVID NAD VALDEKOM
867,ZAVRŠE
868,KOZJAK
869,BELŠAK
870,JAMNICA
871,STROJNA
872,ZELEN BREG
873,SUHI VRH
874,ŠENTANEL
875,DOLGA BRDA
876,BREZNICA
877,STRAŽIŠČE
878,TOLSTI VRH
879,KOROŠKI SELOVEC
880,BRDINJE
882,RAVNE
883,DOBJA VAS
884,FARNA VAS
885,POLJANA
886,LOKOVICA
887,LOM
908,JAVORJE
909,LOGARSKA DOLINA
910,SOLČAVA
911,RADUHA
912,KONJSKI VRH
913,PRIMOŽ PRI LJUBNEM
914,TER
915,RADEGUNDA
916,ŠMIHEL
917,LEPA NJIVA
918,LJUBIJA
919,BREZJE
920,MOZIRJE
921,REČICA OB SAVINJI
922,POLJANE
621,MORSKI JAREK
622,ŠOBER
623,ZGORNJI SLEMEN
624,VELIKI BOČ
625,GRADIŠČE
626,ZGORNJI BOČ
627,SPODNJI BOČ
628,ZGORNJA SELNICA
323,SENEŠCI
324,SODINCI
325,STRJANCI
326,BRESNICA
327,PODGORCI
328,OSLUŠEVCI
329,CVETKOVCI
330,TRGOVIŠČE
331,VELIKA NEDELJA
332,ORMOŽ
333,PUŠENCI
334,FRANKOVCI
335,LOPERŠICE
336,OBREŽ
337,GRABE PRI SREDIŠČU
338,SREDIŠČE
888,MEŽA TAKRAJ
889,MEŽICA
890,MEŽA ONKRAJ
891,PREVALJE
892,LEŠE
893,ZAGRAD
894,NAVRŠKI VRH
895,PREŠKI VRH
896,KOTLJE
897,PODGORA
898,URŠLJA GORA I
899,URŠLJA GORA II
900,ŽERJAV
901,PLAT
902,PODPECA
903,TOPLA
904,KOPRIVNA
905,BISTRA
906,ČRNA
907,LUDRANSKI VRH
440,DOKLECE
441,STOGOVCI
442,SKRBLJE
443,JANŠKI VRH
444,BOLEČKA VAS
445,ZGORNJA PRISTAVA
446,JUROVCI
447,DRAVINJSKI VRH
448,VAREJA
449,LJUBSTAVA
450,MAJSKI VRH
451,GORCA
452,DOLENA
453,RODNI VRH
454,JABLOVEC
455,ZAKL
456,DEŽNO
457,PODLEHNIK
458,SPODNJI LESKOVEC
459,REPIŠČE
460,DRAVCI
360,GRADIŠČAK
361,LEVANJCI
362,DOLIČ
363,DESTRNIK
364,VINTAROVCI
365,JIRŠOVCI
366,KRČEVINA PRI VURBERGU
367,GRAJENŠČAK
368,DRSTELJA
369,JANEŽOVCI
370,JANEŽOVSKI VRH
371,ZGORNJI VELOVLEK
372,SPODNJI VELOVLEK
373,MOSTJE
374,KUKAVA
375,ROTMAN
376,HLAPONCI
377,POLENŠAK
378,BRATISLAVCI
379,POLENCI
421,LANCOVA VAS
422,SELA
2665,ZGORNJI DRAŽEN VRH
423,TRNOVEC
424,APAČE
425,LOVRENC NA DRAVSKEM POLJU
426,ŽUPEČJA VAS
427,PLETERJE
428,MIHOVCE
429,DRAGONJA VAS
430,CIRKOVCE
431,STAROŠINCE
432,SPODNJE JABLANE
433,ZGORNJE JABLANE
434,PONGRCE
435,ŠIKOLE
436,SESTRŽE
437,PODLOŽE
438,LEŠJE
439,PTUJSKA GORA
380,PRERAD
381,TIBOLCI
382,SLOMI
383,MEZGOVCI
384,DORNAVA
385,PODVINCI
386,PACINJE
387,KICAR
388,ROGOZNICA
389,NOVA VAS PRI PTUJU
390,MESTNI VRH
391,GRAJENA
392,KRČEVINA PRI PTUJU
393,SLOVENJA VAS
394,GEREČJA VAS
395,HAJDOŠE
396,SKORBA
397,HAJDINA
399,DRAŽENCI
400,PTUJ
401,BRSTJE
402,SPUHLJA
403,BOROVCI
404,PRVENCI
405,SOBETINCI
406,ZAGOJIČI
407,MOŠKANJCI
408,GORIŠNICA
409,ZAMUŠANI
410,FORMIN
411,GAJEVCI
412,MALA VAS
413,MURETINCI
414,STOJNCI
415,BUKOVCI
416,NOVA VAS PRI MARKOVCIH
417,MARKOVCI
418,ZABOVCI
419,ŠTURMOVCI
420,POBREŽJE
461,GRADIŠČA
462,DOLANE
463,VELIKI VRH
464,BELSKI VRH
465,HRASTOVEC
466,ZAVRČ
467,GORIČAK
468,DRENOVEC
469,TURŠKI VRH
470,KORENJAK
471,PESTIKE
472,GORENJSKI VRH
473,BREZOVEC
474,CIRKULANE
475,GRUŠKOVEC
476,MEJE
477,MEDRIBNIK
478,PARADIŽ
479,PRISTAVA
339,NOVINCI
340,SLAVŠINA
341,RJAVCI
342,HVALETINCI
343,VITOMARCI
344,DRBETINCI
345,TRNOVSKA VAS
346,BIŠ
347,BIŠEČKI VRH
348,TRNOVSKI VRH
349,LOČKI VRH
350,LOČIČ
351,SVETINCI
352,DESENCI
353,GRLINCI
354,ZAGORCI
355,SENČAK
356,SAKUŠAK
357,BODKOVCI
358,JURŠINCI
359,DRAGOVIČ
480,POHORJE
481,SLATINA
482,MALI OKIČ
483,VELIKI OKIČ
484,GRADIŠČE
485,SKORIŠNJAK
486,BELAVŠEK
487,ZGORNJI LESKOVEC
488,TRDOBOJCI
489,MALA VARNICA
490,VELIKA VARNICA
1958,BREZOVICA
1959,DOMŽALE
1961,TRZIN
1962,DEPALA VAS
1963,ŠTUDA
1964,IHAN
1965,BRDO
1966,SELO
1967,MOŠE
1968,HRAŠE
1969,ZAPOGE
1970,SMLEDNIK
1971,ZBILJE
1972,SENICA
1973,MEDVODE
1974,ZGORNJE PIRNIČE
1975,SPODNJE PIRNIČE
1976,PRESKA
1977,SORA
1978,STUDENČICE
1979,ŽLEBE
801,BREZNO
802,KOZJI VRH
803,SPODNJA VIŽINGA
804,RADLJE OB DRAVI
805,DOBRAVA
806,ZGORNJA VIŽINGA
807,SPODNJA MUTA
808,ZGORNJA MUTA
809,ZGORNJA GORTINA
810,SPODNJA GORTINA
811,DRAVČE
812,ŠENTJANŽ NAD DRAVČAMI
813,VUZENICA
814,ŠENTVID
815,PRIMOŽ NA POHORJU
816,PLANINA
817,VUHRED
818,ORLICA
819,JANŽEVSKI VRH
820,PODVELKA
821,RDEČI BREG II
822,LEHEN
823,RIBNICA NA POHORJU
824,HUDI KOT
825,LIBELIČE
826,LIBELIŠKA GORA
827,ČRNEŠKA GORA
828,ČRNEČE
829,DRAVOGRAD
830,GRAD
831,VIČ
832,GORIŠKI VRH
833,OJSTRICA
834,DUH NA OJSTRICI
835,VELKA
836,KOZJI VRH
837,VRATA
838,TRBONJE
839,DANIJEL PRI TRBONJAH
840,OTIŠKI VRH I
841,OTIŠKI VRH II
842,DOBROVA
843,SELOVEC
844,ŠENTJANŽ PRI DRAVOGRADU
845,PAMEČE
1980,TOPOL
1981,GOLO BRDO
1982,ŠUJICA
1983,BABNA GORA
1984,SELO NAD POLHOVIM GRADCEM
1985,ČRNI VRH
1986,POLHOV GRADEC
1987,SETNIK
1988,BUTAJNOVA
1989,ŠENTJOŠT
1990,ŽAŽAR
1991,VRZDENEC
1992,HORJUL
1993,ZAKLANEC
1994,DOBROVA
1995,PODSMREKA
1996,LOG
1997,BLATNA BREZOVICA
1998,VELIKA LIGOJNA
1999,PODLIPA
2000,ZAPLANA
2001,STARA VRHNIKA
2002,VRHNIKA
2003,VERD
2024,VRSNIK II
2025,OPALE
2026,PEVNO
2027,STARA LOKA
2028,DORFARJE
2029,STARI DVOR
2030,SUHA
2031,GODEŠIČ
2032,RETEČE
2033,DRAGA
2034,PUŠTAL
2035,ŠKOFJA LOKA
2036,SOPOTNICA
2037,PODVRH
2038,DOLENČICE
2039,GORENJA RAVAN
2040,PODOBENO
2041,VISOKO
2042,ZMINEC
2043,BARBARA
2044,OŽBOLT
2045,STANIŠE
2046,KOVSKI VRH
2047,DOBJE
2048,DOLENJE BRDO
2049,HOTAVLJE
2050,LESKOVICA
2051,PODJELOVO BRDO
2052,LANIŠE
2053,JAVORJEV DOL
2054,KOPRIVNIK
2055,STARA OSELICA
2056,TREBIJA
2057,GORENJA VAS
2058,DOLENJA DOBRAVA
2059,LUČINE
2060,DRAŽGOŠE
2061,PODLONK
2062,STUDENO
2004,BOROVNICA
2005,BREG
2006,ZABOČEVO
2007,VRH
2008,ROVTE
2009,PETKOVEC
2010,ŽIBRŠE
2011,MEDVEDJE BRDO
2012,NOVI SVET
2013,HOTEDRŠICA
2014,RAVNIK
2015,GORENJI LOGATEC
2016,BLEKOVA VAS
2017,DOLENJI LOGATEC
2018,LAZE
2019,GRČAREVEC
2020,LEDINICA
2021,DOBRAČEVA
2022,ŽIROVSKI VRH
2023,ŽIRI
2303,SOLKAN
2304,NOVA GORICA
2306,ROŽNA DOLINA
2307,STARA GORA
2308,LOKE
2309,ŠMIHEL
2310,OZELJAN
2311,VITOVLJE
2312,OSEK
2313,ŠEMPAS
2314,VOGRSKO
2315,ŠEMPETER
2316,VRTOJBA
2318,BILJE
2319,BUKOVICA
2320,PRVAČINA
2321,GRADIŠČE
2322,RENČE
2323,VRTOČE
2324,OREHOVLJE
2377,SANABOR
2378,VRHPOLJE
2379,BUDANJE
2380,ŠTURJE
2381,LOKAVEC
2382,STOMAŽ
2383,VRTOVIN
2384,ČRNIČE
2385,GOJAČE
2386,BATUJE
2387,SELO
2388,KAMNJE
2389,SKRILJE
2390,DOBRAVLJE
2391,VIPAVSKI KRIŽ
2392,AJDOVŠČINA
2393,USTJE
2394,VELIKE ŽABLJE
2395,BRJE
2396,ŠMARJE
2325,MIREN
2326,RUPA
2327,GABRJE OB VIPAVI
2328,OPATJE SELO
2329,NOVA VAS
2330,SELA NA KRASU
2331,VOJŠČICA
2332,KOSTANJEVICA NA KRASU
2333,TEMNICA
2334,LIPA
2335,DORNBERK
2336,BRANIK
2337,BUKOVO
2338,JESENICA
2339,GORJE
2340,LABINJE
2341,DOLENJI NOVAKI
2342,GORENJI NOVAKI
2343,PLANINA
2344,CERKNO
2397,GABERJE
2398,ERZELJ
2399,PLANINA
2400,SLAP
2401,VIPAVA
2402,LOŽE
2403,GOČE
2404,PODRAGA
2405,PODNANOS
2406,NANOS
2407,LOZICE
2408,BRESTOVICA
2409,IVANJI GRAD
2410,SVETO
2411,ŠKRBINA
2412,KOMEN
2413,MALI DOL
2414,TOMAČEVICA
2415,KOBJEGLAVA
2416,ŠTANJEL
2345,ZAKRIŽ
2346,OREHEK
2347,POLICE
2348,REKA - RAVNE
2349,ŠEBRELJE
2350,OTALEŽ
2351,IDRIJSKE KRNICE
2352,SPODNJA KANOMLJA
2353,SREDNJA KANOMLJA
2354,GORENJA KANOMLJA
2355,VOJSKO
2356,ČEKOVNIK
2357,IDRIJA MESTO
2358,SPODNJA IDRIJA
2359,LEDINE
2360,VRSNIK I
2361,DOLE
2362,JELIČNI VRH
2363,IDRIJSKI LOG
2364,GODOVIČ
2417,HRUŠEVICA
2418,KOBDILJ
2419,KOBOLI
2420,ŠTJAK
2421,AVBER
2422,KOPRIVA
2423,GABROVICA
2424,VOLČJI GRAD
2425,GORJANSKO
2426,BRJE
2427,VELIKI DOL
2428,SALEŽ
2429,PLISKOVICA
2430,KRAJNA VAS
2431,SKOPO
2432,DUTOVLJE
2433,VELIKI REPEN
2434,VOGLJE
2435,KRIŽ
2436,TOMAJ
2365,ČRNI VRH
2366,ZADLOG
2367,KANJI DOL
2368,LOME
2369,JAVORNIK
2370,DOL - OTLICA
2371,KOVK
2372,KRIŽNA GORA
2373,COL
2374,VODICE
2375,PODKRAJ
2376,VIŠNJE
2437,UTOVLJE
2438,KAZLJE
2439,GRIŽE
2440,VELIKO POLJE
2441,DOLENJA VAS
2442,ŠTORJE
2443,SENADOLE
2444,GABRČE
2445,POTOČE
2446,LAŽE
2447,SENOŽEČE
2448,GORNJE VREME
2449,VREMSKI BRITOF
2450,FAMLJE
2451,DOLNJE LEŽEČE
2452,DIVAČA
2453,POVIR
2454,MERČE
2455,SEŽANA
2456,TREBČE
2457,GROPADA
2458,BAZOVICA
2459,LOKEV
2460,NAKLO
2461,DANE
2462,PODGRAD
2463,ŠKOFLJE
2464,BARKA
